Date,month,day,year,Time,Location,Operator,Flight #,Route,Type,Registration,cn/In,Aboard,Fatalities,Ground,State,Country,Summary
08/20/1962,8,20,1962,22:08,"Rio de Janerio, Brazil",Panair do Brazil,,Rio de Janeiro - Lisbon,McDonnell Douglas DC-8-33,PP-PDT,45273/121,105,15,0,RiodeJanerio,Brazil,Rejected takeoff. Overran runway into the sea. Incorrect stabilizer setting. Stablizer setting changed from nose-up to nose-down position. Delayed decision to abort takeoff.
09/21/1962,9,21,1962,,"Sela, India",Kalinga Airlines,,,Douglas C-47A,VT-DGX,12142,8,8,0,Sela,India,Stuck a mountain in poor weather.
10/25/1962,10,25,1962,,"Near Moscow, Russia",Aeroflot,,,Tupolev TU-104B,CCCP-42495,21703,10,10,0,NearMoscow,Russia,Crashed on takeoff on a test flight. Rudder controls improperly installed.
11/26/1962,11,26,1962,12:09,"Paraibuna, Brazil",VASP / Private,,Sao Paulo - Rio de Janeiro,Saab Scandia / Cessna 310,PP-SRA,107,26,26,0,Paraibuna,Brazil,"Midair collision with a Cessna at 2,400 m. Twenty-three killed on the Saab, three on the Cessna. Both pilots failed to maintain adequate lookouts for other aircraft."
12/14/1962,12,14,1962,02:19,"Near Manaus, Brazil",Panair do Brasil,,Belem - Manaus,Lockheed 049-46-21 Constellation,PP-PDE,2047,50,50,0,NearManaus,Brazil,Crashed 9 miles short of its destination. Cause unknown. The aircraft was named Estevao Ribeiro Baiao Parente.
12/22/1962,12,22,1962,,"Near Brasilia, Brazil",Varig,,Rio de Janeiro - Brasilia,Convair CV-240-2,PP-VCQ,103,40,1,0,NearBrasilia,Brazil,"Crashed short of the runway, striking trees. The aircraft descended below the prescribed altitude for undetermined reasons."
01/14/1963,1,14,1963,23:28,"Barter Island, Alaska",Wien Alaska Airlines,,,Beech AT-11,N65458,,6,5,0,BarterIsland,Alaska,Crashed in poor weather conditions while on final approach. Continued VFR flight into adverse weather conditions. Descended below obstructing terrain during night VFR approach.
01/15/1963,1,15,1963,,"Sao Paulo, Brazil",Cruzeiro,,,Convair CV-240-0,PP-CEV,6,45,13,7,SaoPaulo,Brazil,The crippled airliner crashed into houses and burst into flames as it was coming in for an emergency landing in steady rain.
01/26/1963,1,26,1963,,"Kotzebue, Alaska",Skyvan Airways,,,Curtiss C-46F,N67933,22380,2,1,0,Kotzebue,Alaska,The cargo plane crashed after a go-around was attempted.  An uncontrollable loss of altitude caused by adverse wind conditions during an attempted go-around.
05-03-1963,5,3,1963,,"Sao Paulo, Brazil",Cruzeiro,,Sao Paulo - Rio de Janeiro,Convair CV-340-59,PP-CDW,159,50,37,0,SaoPaulo,Brazil,"The aircraft returned to airport after the No. 2 caught fire. The crew feathered the prop, made a left turn, stalled and crashed into a house. Improper feathering procedure."
05-12-1963,5,12,1963,,"Near Ayayda, Egypt",United Arab Airlines,,Cairo - Alexandria,Douglas DC-3,SU-AJX,,34,34,0,NearAyayda,Egypt,Crashed into an orange grove while en route.
06-03-1963,6,3,1963,10:16,"PacifiOcean, 116 miles WSW of Annette Island, Alaska",Northwest Orient Airlines,293,McChord AFB - Elmendorf AFB,Douglas DC-7CF,N290,45209/861,101,101,0,PacifiOcean,Alaska,"The aircraft was being flown under contract to the military. While en route, the aircraft crashed into the sea.  The last known message was a request to ascend from 14,000 ft. to 18,000 ft. The last known position was 54 degrees 14 minutes N, 134 degrees 41 minutes W. Unable to determine the probable cause due to lack of evidence."
06-03-1963,6,3,1963,04:25,"Sama, India",Indian Airlines,,Amritsar - Srinagar,Douglas C-47,VT-AUL,20265,29,29,0,Sama,India,"Cashed 25 miles from Amritsar. Structural failure of the aircraft in the air, following overstressing, as a result of loss of control. The loss of control was caused by improper rigging of the rudder bungee system."
06/26/1963,6,26,1963,,"Detmold, Germany",Military - Belgian Air Force,,,Kaiser-Fraser C-119G,CP-45,246,47,38,0,Detmold,Germany,Struck by British mortar fire over Sennelager. Nine paratroopers were able to jump to safety before the plane crashed.
07-01-1963,7,1,1963,,"Passo Fundo, Brazil",Varig,,Carazinbo - Passo Fundo,Douglas DC-3,PP-VBV,15444/26889,18,15,0,PassoFundo,Brazil,Crashed into trees during initial approach in heavy fog. Error in judgment by the pilot in attempting to fly visually in unfavorable weather conditions during twilight.
07/13/1963,7,13,1963,,"Near Irkutsk, Russia",Aeroflot,,Moscow - Irkutsk,Tupolev TU-104B,CCCP42492,21605,35,35,0,NearIrkutsk,Russia,Crashed 2 miles short of the runway during approach. Premature descent.
07/27/1963,7,27,1963,01:50,"Off Bandra, Maharashtra, India",United Arab Airlines,869,Bangkok - Bombay,de Havilland Comet 4C,SU-ALD,6441,63,63,0,Maharashtra,India,"The aircraft crashed into the Arabian Sea while on a flight from Tokyo, Japan to Egypt while preparing to land in rain and turbulence. The pilot may have lost control while turning into an area of severe turbulence and heavy rain."
08/21/1963,8,21,1963,12:15,"Near Leningrad , Russia",Aeroflot,,Tallinn - Moscow,Tupelov Tu-124,CCCP-45021,2350701,52,0,0,NearLeningrad,Russia,After the landing gear did not retract  after takeoff the flight was diverted to Leningrad because of fog.  After circling for a long time the plane began to lose it's engines because of fuel starvation and a ditch was carried out in River Neva.
09-11-1963,9,11,1963,,"Near Patti, India",Indian Airlines,,Madras - Nagpur - Delhi.,Vickers Viscount 768D,VT-DIO,192,18,18,0,NearPatti,India,Went into a steep dive and crashed into a field. Cause unknown.
10/18/1963,10,18,1963,,"Near Aswan, Egypt",Military - Soviet Air Force,,,Antonov AN-12,,,31,31,0,NearAswan,Egypt,Crashed and  burned in a sandstorm while attempting to land at Aswan.
10/20/1963,10,20,1963,,"Hayes Island, Russia",Aeroflot,,,Ilyushin IL-14,CCCP-04188,6341301,5,5,0,HayesIsland,Russia,
12/15/1963,12,15,1963,,"Cairo, Egypt",Misrair,,Cairo - Luxor,Vickers 634 Viking 1B,SU-AFK,213,6,6,0,Cairo,Egypt,Crashed shortly after taking off.
02/18/1964,2,18,1964,15:40,"Banihal Pass, India",Military - Indian Air Force,,,Ilyushin IL-14,,,13,13,0,BanihalPass,India,Crashed en route.
02/22/1964,2,22,1964,,"Barrackpore, India",Military - Indian Air Force,,,Fairchild C-119,,,22,22,0,Barrackpore,India,Exploded in the air after takeoff.
04/17/1964,4,17,1964,15:14,"Elim, Alaska",Wein Alaska Airlines Inc.,,,Cessna 185,N9984X,,2,2,0,Elim,Alaska,Flew into whiteout conditions and crashed.  ATC did not advise of unsafe weather conditions.
08-02-1964,8,2,1964,12:30,"Willow, Alaska",Commercial Air Taxi,,,Piper PA-18,N6015Z,,3,3,0,Willow,Alaska,"Pilot  was transporting fishing party to Willow. Suffered spatial disorientation, plane stalled on final approach. Pilot not instrument rated."
09-02-1964,9,2,1964,,"Island of Sakhalin, Russia",Aeroflot,,Krasnoyarsk - Yuzhno,Ilyushin IL-18B,CCCP-75531,180002402,87,87,0,IslandofSakhalin,Russia,"After insisting on and getting a direct approach without completing a standard traffipattern, the airliner crashed into a wooded hillside. The controller lacked the radar with which to monitor the flight. Blame was placed on both the crew of the airliner and the ATC. Lack of radar facilities. Premature descent. Inexperience with the area and poor flight planning."
09-04-1964,9,4,1964,16:34,"Pico da Caledonia, Brazil",VASP,,Vitoria - Rio de Janeiro,Vickers Viscount 710C,PP-SRR,66,39,39,0,PicodaCaledonia,Brazil,Crashed into Mt. Nova. Deviated off course for unknown reasons.
01/13/1965,1,13,1965,12:25,"Fairbanks, Alaska",Fairbanks Air Service - Taxi,,,Cessna 180E,N8689X,,2,2,0,Fairbanks,Alaska,Crashed while en-route. VFR flight into adverse weather conditions.
05/20/1965,5,20,1965,23:48,"Cairo, Egypt",Pakistan International Airlines,705,Karachi - Dhahran - Cairo - Geneva - London,Boeing B-720-040B,AP-AMH,18379,125,119,0,Cairo,Egypt,The aircraft  crashed during its approach.The plane descended during the approach at triple the normal rate until the aircraft struck the ground. The aircraft exceeded the recommended descent rate during the final stages of landing for reasons unknown.
07-07-1965,7,7,1965,,"Cairo, Egypt",Military - Soviet Air Force,,Cairo - Yamen,Antonov AN-12,,,31,30,0,Cairo,Egypt,Crashed and burned after taking off from Almaza Airport.
08-12-1965,8,12,1965,11:00,"Near Cuiaba, Brazil",Paraense Transportes Aéreos,,Mato Grosso - Porto Velho,Curtiss C-46A,PP-BTH,30571,13,13,0,NearCuiaba,Brazil,"About 30 minutes after taking off, the aircraft turned back to Mato Grosso with its left engine on fire. While over Buracao, it's left wing and engine broke away from the fuselage and it crashed to the ground."
09-04-1965,9,4,1965,09:40,"Lake Tustumena, Alaska",Cordova Airlines,,,Aero Commander 680,N6305U,,5,4,0,LakeTustumena,Alaska,The pilot misjudged altitude and distance and crashed into the lake during a descent to land.  VFR flilght into adverse weather conditions.
10/17/1965,10,17,1965,07:28,"Mohanbari, India",Kalinga Airlines,,,Douglas C-47A,VT-AUQ,19431,8,8,0,Mohanbari,India,The cargo plane crashed while dropping supplies.
11-10-1965,11,10,1965,,"Murmansk, Russia",Aeroflot,,,Tupolev TU-124,CCCP-45086,5351801,32,32,0,Murmansk,Russia,Crashed during approach.
01/28/1966,1,28,1966,17:50,"Bremen, Germany",Lufthansa,5,Frankfurt - Bremen,Convair CV-440-0,D-ACAT,464,46,46,0,Bremen,Germany,Crashed on approach in heavy fog. The aircraft stalled while making a turn at low altitude. Instrument malfunction.
02-07-1966,2,7,1966,,"Srinagar, India",Indian Airlines,,Srinngar - Jammu - Amritsar - Delhi,Fokker F-27 Friendship 200,PH-SAB,10271,37,37,0,Srinagar,India,"Crashed into high terrain, 12 miles west of its proper course, due to a navigation error. Abandonment of the ILS approach at too early a stage during an attempt to land under conditions of poor visibility in fog."
02/15/1966,2,15,1966,,"Delh, India",Indian Airlines,,Calcutta - Delhi,Sud Aviation SE-210 Caravelle VIN,VT-DPP,130,80,2,0,Delh,India,Undershot the runway and struck a concrete obstruction in poor weather conditions. Lack of information supplied to the pilot regarding the true conditions of surface visibility which was below the minimum prescribed for a night landing.  Lack of proper monitoring and possibly incorrect setting of altimeters during the approach to land. The use of landing lights which resulted in glare during the final stages of the approach in foggy conditions
03-10-1966,3,10,1966,17:14,"Reef Island, Alaska",,,,Grumman G-21A,CF-MSK,B-32,7,6,0,ReefIsland,Alaska,"Undershot the runway on final approach in snow, after pilot misjudged altitude and clearance. VFR flight into adverse weather conditiions."
03/18/1966,3,18,1966,18:40,"Cairo, Egypt",United Arab Airlines,749,Nicosia - Cairo,Antonov AN-24B,SU-AOA,57302009,30,30,0,Cairo,Egypt,Crashed into sand dunes. Improper approach during a sandstorm with turbulence and icing. Descent of the aircraft below the safe flight altitude in the final approach.
06/16/1966,6,16,1966,08:48,"Near Columbia City, Indiana",Zantop Air Transport,,"Detroit, MI - Kansas City, MO",Curtiss C-46A,N10415,,3,3,0,NearColumbiaCity,Indiana,Collided with a Piper PA-23. Failure of both crews to maintain adequate lookout. One aboard the Piper killed.
07/24/1966,7,24,1966,18:27,"Near Munster, Indiana",Private - Mainline Aviation,-,,Beechcraft H50,N538B,,4,4,0,NearMunster,Indiana,"The aircraft stalled during an emergency single engine approach. Both engines failed as the approach continued. The plane came to rest in a shallow pond on the golf course. Fuel starvation. Mismanagement of  fuel. Pro golfer Tony Lema and his wife, Betty, was killed. He was on a Buick promotional tour."
08/15/1966,8,15,1966,18:45,"Anchorage, Alaska",NC Simpson - Taxi,,,Beech C-18S,N445,,4,4,0,Anchorage,Alaska,Fatigue fracture on right wing leading to inflight separation in flight.
08/21/1966,8,21,1966,10:35,"Near Juneau, Alaska",Alaska Coastal Airlines,,,Grumman G-21 Goose,N88820,1114,9,9,0,NearJuneau,Alaska,Crashed into a glacial crevasse. Undetermined cause.
09-04-1966,9,4,1966,,"Mumbai, Indian",Indian Airlines,,Training,Sud Aviation SE-210 Caravelle,VT-DSB,134,4,4,0,Mumbai,Indian,Struck a hill while simulating an engine failure.
11/15/1966,11,15,1966,02:42,"Near Dallgow, Germany",Pan American Airways,,Frankfurt - Berlin,Boeing 727-21,N317PA,18995/221,3,3,0,NearDallgow,Germany,The cargo plane crashed while landing. The descent of the flight below its altitude clearance limit for reasons unknown.
12-01-1966,12,1,1966,,"Near Pedrera, Brazil",Cruzeiro do Sul,,,PBY-5A Catalina,PP-PCW,CV429,11,9,0,NearPedrera,Brazil,
12-02-1966,12,2,1966,,"Moscow, Russia",Aeroflot,,Moscow - Brazzaville,Tupolev TU-114B,CCCP-76457,1270805,21,21,0,Moscow,Russia,Crashed into a snowbank on the takeoff roll in poor visibility.
01-05-1967,1,5,1967,06:55,"New Shrewsbury, New Jersey",Red Bank Air Taxi,,,Beechcraft D18S,N2045D,,9,9,0,NewShrewsbury,NewJersey,The left engine failed during take off. The aircraft was at its maximum gross weight and aft center of gravity limit. The pilot did not properly feather the prop. The plane stalled and crashed.
01/21/1967,1,21,1967,04:15,"Frankfurt, Germany",Air Ferry,,"Manchester, England - Frankfurt, Germany",Douglas C-54A,G-ASOG,10359,2,2,0,Frankfurt,Germany,The cargo plane crashed short of the runway. The crew did not set the altimeters in the final approach according to the instructions in the operations manual. This error was aggravated by the fact that the final approach check list did not coincide with the altimeter setting procedure. In consequence the crew unintentionally flew below critical height and the aircraft collided with trees when the altimeters were showing approx. 200 ft. above the critical height.
11-03-1967,11,3,1967,11:30,"Near Curitiba, Brazil",Sadia,,Sao Paulo - Curitiba,Handley Page HPR-7 Herald 214,PP-SDJ,190,25,21,0,NearCuritiba,Brazil,Crashed into hill while on approach. Improper procedures used by crew.
03/16/1967,3,16,1967,07:51,"Kodiak, Alaska",Harvey's Flying Service - Air Taxi,,,Beechcraft D18S,N80194,,2,2,0,Kodiak,Alaska,Took off in fog and struck a gravel pile before becoming airborne.
06/15/1967,6,15,1967,05:00,"Near Coari, Brazil",Military - Brazilian Air Force,,Belem - Cachimbo,Douglas C-47,C-47-268,,25,20,0,NearCoari,Brazil,The pilot became lost and ran out of fuel crashing into a swamp. Wreckage was found in the jungle 10 days later.
11-05-1967,11,5,1967,10:35,"Hong Kong, China",Cathay PacifiAirways,33,Hong Kong - Saigon,Convair CV-880-22M-3,VR-HFX,22-00-37,127,1,0,HongKong,China,"Shortly before reaching V1, the nose gear tire blew causing severe vibration. The crew aborted the takeoff and overran the runway into the sea. Loss of directional control developing from separation of the right nose wheel tread.  Inability to stop within the normally adequate runway distance available due to use of differential braking, impaired performance and an increase in tail wind component and aircraft weight over those used in calculating the aircraft's acceleration /stoping performance."
11/16/1967,11,16,1967,,"Near Sverdlovsk, Russia",Aeroflot,,,Ilyushin IL-18B,CCCP-75538,184007002,130,130,0,NearSverdlovsk,Russia,The plane climbed to 700 ft. and crashed into the ground. Malfunctioning artificial horizon and compass.
11/23/1967,11,23,1967,12:00,"Juneau, Alaska",Livingston Helicopter - Air Taxi,,,Hiller FH1100,N784LC,,5,5,0,Juneau,Alaska,Cause undetermined.
01-08-1968,1,8,1968,16:11,"Tanana, Alaska",Tanana Air Taxi,,,Cessna 180H,N7921V,,5,2,0,Tanana,Alaska,Non-instrument rated pilot attempted night flying in IFR conditions. Spatial disorientation. Continued VFR flight into adverse weather conditions.
01/15/1968,1,15,1968,07:54,"Zifta, Egypt",United Arab Airlines,,Cairo - Beirut,Douglas DC-3,SU-AJG,,4,4,0,Zifta,Egypt,"Ice accretion on the lifting surface of the aircraft accompanied by moderate to severe turbulence, which resulted in loss of aircraft control by the pilot. When he tried to regain control over the aircraft the lifting surfaces were loaded beyond approved design limits, which brought about the disintegration of main parts of the aircraft in the air, and its subsequent impact with the ground."
